index,start_time,event,empty_subdir,exists,file_count,path,status,error
92,2014-12-19 09:31:00,20141219_093100_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141219_093100_UTC\131,,
92,2014-12-19 09:31:00,20141219_093100_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141219_093100_UTC\211,,
92,2014-12-19 09:31:00,20141219_093100_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141219_093100_UTC\304,,
92,2014-12-19 09:31:00,20141219_093100_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141219_093100_UTC\hmi.Ic_45s,,
93,2014-12-21 11:24:00,20141221_112400_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141221_112400_UTC\131,,
93,2014-12-21 11:24:00,20141221_112400_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141221_112400_UTC\211,,
93,2014-12-21 11:24:00,20141221_112400_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141221_112400_UTC\304,,
93,2014-12-21 11:24:00,20141221_112400_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20141221_112400_UTC\hmi.Ic_45s,,
94,2015-01-03 09:40:00,20150103_094000_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150103_094000_UTC\131,,
94,2015-01-03 09:40:00,20150103_094000_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150103_094000_UTC\211,,
94,2015-01-03 09:40:00,20150103_094000_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150103_094000_UTC\304,,
94,2015-01-03 09:40:00,20150103_094000_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150103_094000_UTC\hmi.Ic_45s,,
95,2015-01-04 15:18:00,20150104_151800_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150104_151800_UTC\131,,
95,2015-01-04 15:18:00,20150104_151800_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150104_151800_UTC\211,,
95,2015-01-04 15:18:00,20150104_151800_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150104_151800_UTC\304,,
95,2015-01-04 15:18:00,20150104_151800_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150104_151800_UTC\hmi.Ic_45s,,
96,2015-01-26 16:46:00,20150126_164600_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150126_164600_UTC\131,,
96,2015-01-26 16:46:00,20150126_164600_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150126_164600_UTC\211,,
96,2015-01-26 16:46:00,20150126_164600_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150126_164600_UTC\304,,
96,2015-01-26 16:46:00,20150126_164600_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150126_164600_UTC\hmi.Ic_45s,,
97,2015-01-28 04:21:00,20150128_042100_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150128_042100_UTC\131,,
97,2015-01-28 04:21:00,20150128_042100_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150128_042100_UTC\211,,
97,2015-01-28 04:21:00,20150128_042100_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150128_042100_UTC\304,,
97,2015-01-28 04:21:00,20150128_042100_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150128_042100_UTC\hmi.Ic_45s,,
98,2015-01-29 11:32:00,20150129_113200_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150129_113200_UTC\131,,
98,2015-01-29 11:32:00,20150129_113200_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150129_113200_UTC\211,,
98,2015-01-29 11:32:00,20150129_113200_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150129_113200_UTC\304,,
98,2015-01-29 11:32:00,20150129_113200_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150129_113200_UTC\hmi.Ic_45s,,
